-1.210088580846786499e-01,-1.049266662448644638e-02
-4.586165845394134521e-01,6.129623055458068848e-01
7.494676858186721802e-02,-1.366291940212249756e-01
-3.283880949020385742e-01,2.732819318771362305e-01
1.380450427532196045e-01,8.302717655897140503e-02
8.145271241664886475e-02,8.031405508518218994e-02
1.133768558502197266e-01,-3.338430076837539673e-03
5.114205554127693176e-02,-8.859250694513320923e-02
3.573265671730041504e-02,3.247103095054626465e-02
-1.523237973451614380e-01,2.309092432260513306e-01
-7.997071743011474609e-02,5.776162818074226379e-02
2.018125168979167938e-02,4.799598082900047302e-02
2.023210078477859497e-01,-1.387756019830703735e-01
1.307478547096252441e-01,1.136432662606239319e-01
1.445406973361968994e-01,1.463049054145812988e-01
5.623485520482063293e-02,5.120057985186576843e-02
-5.617906451225280762e-01,3.055703043937683105e-01
5.864582210779190063e-02,3.924667462706565857e-02
9.256821125745773315e-02,-1.930215209722518921e-01
-1.286995876580476761e-02,-3.254269063472747803e-02
-1.601899564266204834e-01,3.293408080935478210e-02
3.476650267839431763e-02,2.748624980449676514e-02
1.564930081367492676e-01,-1.267778221517801285e-02
1.886300295591354370e-01,-2.514839768409729004e-01
1.529666408896446228e-02,2.557533979415893555e-01
-2.435929477214813232e-01,5.716528370976448059e-02
-1.094906404614448547e-01,-5.146364867687225342e-02
4.234318137168884277e-01,-5.436053872108459473e-01
6.446411833167076111e-03,-2.971166558563709259e-02
1.867559850215911865e-01,-1.897861249744892120e-02
1.108312085270881653e-01,-1.044304519891738892e-01
-1.339568942785263062e-01,3.470426797866821289e-01
-4.537245035171508789e-01,5.071572065353393555e-01
-5.211161915212869644e-03,1.160774379968643188e-03
9.193936735391616821e-02,8.758322894573211670e-02
3.798694014549255371e-01,-2.668154239654541016e-01
-4.103620946407318115e-01,3.492830395698547363e-01
7.470093667507171631e-02,-9.395372122526168823e-02
2.557179629802703857e-01,-2.655521929264068604e-01
9.887827932834625244e-02,1.273394078016281128e-01
-7.854063808917999268e-02,5.931363999843597412e-02
1.368454396724700928e-01,1.099504455924034119e-01
1.443901211023330688e-01,-1.505806893110275269e-01
1.958593428134918213e-01,-9.282521903514862061e-02
-4.464580416679382324e-01,1.945764273405075073e-01
1.077589988708496094e-01,7.210166752338409424e-02
1.409437209367752075e-01,3.657786548137664795e-02
-5.090755224227905273e-02,-1.279504746198654175e-01
3.326784074306488037e-02,-7.591059431433677673e-03
6.511884182691574097e-02,2.929530665278434753e-02
-2.142196297645568848e-01,2.107544094324111938e-01
1.224222555756568909e-01,-3.121641278266906738e-01
3.600434958934783936e-01,-9.498719871044158936e-02
-1.615246012806892395e-02,-6.143780797719955444e-02
-1.945625841617584229e-01,1.957195401191711426e-01
8.206350356340408325e-02,-1.914616376161575317e-01
8.234884589910507202e-02,8.614451438188552856e-02
2.565407156944274902e-01,-1.828325390815734863e-01
2.674362063407897949e-01,-1.730831414461135864e-01
5.015448201447725296e-03,9.453332424163818359e-02
8.883389085531234741e-02,2.277378551661968231e-02
1.169120296835899353e-01,1.206308454275131226e-01
2.349656820297241211e-02,9.363134205341339111e-02
1.206413563340902328e-02,-1.351428031921386719e-01
3.865065798163414001e-02,-1.242147665470838547e-02
3.799337893724441528e-02,2.668258175253868103e-02
-2.154423892498016357e-01,7.997853308916091919e-02
-4.461454227566719055e-02,4.114852845668792725e-02
-9.163171052932739258e-02,-3.489570319652557373e-02
1.621489524841308594e-01,8.418254554271697998e-02
1.498481631278991699e-01,-2.347457855939865112e-01
-1.261685788631439209e-01,-3.551205992698669434e-02
1.354201585054397583e-01,1.079437062144279480e-01
4.615883827209472656e-01,-2.997006177902221680e-01
2.246022373437881470e-01,-2.203848958015441895e-01
9.518928080797195435e-02,-4.121436271816492081e-03
-3.476490676403045654e-01,8.866150677204132080e-02
1.836685091257095337e-01,6.017469987273216248e-02
8.341950178146362305e-02,-3.042644821107387543e-03
1.921716332435607910e-01,-2.309152185916900635e-01
7.389443367719650269e-02,-3.849582374095916748e-02
-3.192145004868507385e-02,-1.723142117261886597e-01
-1.591738909482955933e-01,9.228441119194030762e-02
-3.202439248561859131e-01,2.463980913162231445e-01
-4.973124712705612183e-02,2.544271647930145264e-01
-1.108361855149269104e-01,1.782148033380508423e-01
2.611058950424194336e-01,2.994659729301929474e-02
6.763208657503128052e-02,5.668374523520469666e-02
-1.014708429574966431e-01,1.766205579042434692e-01
-1.725997626781463623e-01,4.117283597588539124e-02
8.326895534992218018e-02,1.092772558331489563e-01
-7.378387730568647385e-03,-2.501517767086625099e-03
1.306777149438858032e-01,-9.082736074924468994e-02
-2.986080646514892578e-01,3.305220007896423340e-01
1.461451500654220581e-01,1.410842537879943848e-01
3.592102527618408203e-01,-4.099580347537994385e-01
9.912553429603576660e-02,5.785789340734481812e-02
3.879183530807495117e-02,-3.326331079006195068e-02
-2.539516687393188477e-01,1.088029891252517700e-01
-6.255821138620376587e-02,6.064333021640777588e-02
-1.905867159366607666e-01,2.015677094459533691e-01
1.497113555669784546e-01,-1.586230397224426270e-01
7.170800119638442993e-03,8.008890785276889801e-03
4.007254838943481445e-01,-6.054359078407287598e-01
2.226832695305347443e-02,-1.786330901086330414e-02
4.985049739480018616e-02,6.535211950540542603e-02
-2.089644083753228188e-03,-3.339420631527900696e-02
8.383967727422714233e-02,3.883359581232070923e-02
6.854831427335739136e-02,8.207384496927261353e-02
7.461511343717575073e-02,7.985478639602661133e-02
1.522500962018966675e-01,-1.032499521970748901e-01
-3.536415398120880127e-01,4.483453333377838135e-01
3.320663794875144958e-02,2.050308138132095337e-02
-1.356207728385925293e-01,2.888720631599426270e-01
1.666564680635929108e-02,3.679586574435234070e-02
-1.902689188718795776e-01,3.725968673825263977e-02
-1.515325717628002167e-02,1.355182975530624390e-01
5.098955035209655762e-01,-5.779417157173156738e-01
-8.199402689933776855e-02,2.063565999269485474e-01
-2.053536474704742432e-01,3.747475743293762207e-01
7.904027402400970459e-02,-2.883175015449523926e-01
7.288384437561035156e-02,3.700134344398975372e-03
-5.934101343154907227e-02,-1.720207482576370239e-01
-1.646203845739364624e-01,9.486458450555801392e-02
-3.878788352012634277e-01,2.549333870410919189e-01
1.653394252061843872e-01,-1.755337119102478027e-01
-6.957329064607620239e-02,1.732382923364639282e-01
-5.214312076568603516e-01,3.302912116050720215e-01
2.038295716047286987e-01,-3.368218839168548584e-01
5.063263326883316040e-02,5.691689252853393555e-02
-1.471640318632125854e-01,1.671846508979797363e-01
-1.726370155811309814e-01,1.941553205251693726e-01
-5.007861554622650146e-02,1.134225651621818542e-01
-5.766456946730613708e-02,2.341477572917938232e-01
-2.272284477949142456e-01,1.202475801110267639e-01
-5.527787655591964722e-02,2.458067797124385834e-02
7.379152625799179077e-02,9.324853867292404175e-02
3.856524080038070679e-02,7.495244033634662628e-03
3.300813138484954834e-01,-3.638383448123931885e-01
7.831671833992004395e-02,8.841647207736968994e-02
2.591696009039878845e-02,-1.680915206670761108e-01
1.781942099332809448e-01,4.173887893557548523e-02
