0,3,5,0,5,6,0,6,9,0,7,9,0,3,0,1,8,3,1,0,0,0,3,0,0,0,1,2,9,0,7,2
0,5,6,0,6,9,0,7,9,0,3,0,0,0,9,0,0,0,3,0,0,0,1,2,9,0,7,0,0,0,2,2
0,6,9,0,7,9,0,3,0,0,0,9,0,5,7,0,0,0,1,2,9,0,7,0,0,0,2,0,0,0,2,1
0,7,9,0,3,0,0,0,9,0,5,7,0,1,6,2,9,0,7,0,0,0,2,0,0,0,2,0,0,0,1,1
0,3,0,0,0,9,0,5,7,0,1,6,0,0,7,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,529
0,0,9,0,5,7,0,1,6,0,0,7,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,5,2,9,795
0,0,9,0,5,7,0,1,6,0,0,7,0,3,3,0,0,0,2,0,0,0,1,0,0,0,1,0,5,2,9,1425
0,0,9,0,5,7,0,1,6,0,0,7,0,4,8,0,0,0,2,0,0,0,1,0,0,0,1,0,5,2,9,1
0,5,7,0,1,6,0,0,7,0,4,8,0,4,4,0,0,0,1,0,0,0,1,0,5,2,9,0,0,0,1,1
0,1,6,0,0,7,0,4,8,0,4,4,0,4,1,0,0,0,1,0,5,2,9,0,0,0,1,0,0,0,1,1
0,4,8,0,4,4,0,4,1,0,1,1,0,3,5,0,0,0,1,0,0,0,1,0,0,0,1,0,7,9,5,1
0,4,1,0,1,1,0,3,5,0,3,3,0,0,8,0,0,0,1,0,7,9,5,0,0,0,1,1,4,2,5,692
0,4,1,0,1,1,0,3,5,0,3,3,0,7,4,0,0,0,1,0,7,9,5,0,0,0,1,1,4,2,5,1790
0,1,1,0,3,5,0,3,3,0,0,8,0,9,7,0,7,9,5,0,0,0,1,1,4,2,5,0,6,9,2,3022
0,1,1,0,3,5,0,3,3,0,0,8,1,2,4,0,7,9,5,0,0,0,1,1,4,2,5,0,6,9,2,2
0,3,3,0,0,8,1,2,4,0,7,4,1,1,4,1,4,2,5,0,6,9,2,0,0,0,2,1,7,9,0,1
0,0,8,1,2,4,0,7,4,1,1,4,0,7,9,0,6,9,2,0,0,0,2,1,7,9,0,0,0,0,1,2139
0,0,8,1,2,4,0,7,4,1,1,4,0,9,6,0,6,9,2,0,0,0,2,1,7,9,0,0,0,0,1,1
1,2,4,0,7,4,1,1,4,0,9,6,0,8,5,0,0,0,2,1,7,9,0,0,0,0,1,0,0,0,1,2070
0,7,4,1,1,4,0,9,6,0,9,7,0,7,6,1,7,9,0,0,0,0,1,0,0,0,1,3,0,2,2,1
0,9,7,0,7,6,0,7,9,0,8,5,1,7,7,3,0,2,2,0,0,0,1,2,1,3,9,2,0,7,0,2734
0,9,7,0,7,6,0,7,9,0,8,5,1,3,6,3,0,2,2,0,0,0,1,2,1,3,9,2,0,7,0,1
0,7,6,0,7,9,0,8,5,1,3,6,1,3,3,0,0,0,1,2,1,3,9,2,0,7,0,0,0,0,1,2
0,7,9,0,8,5,1,3,6,1,3,3,1,1,0,2,1,3,9,2,0,7,0,0,0,0,1,0,0,0,2,1
0,8,5,1,3,6,1,3,3,1,1,0,0,9,2,2,0,7,0,0,0,0,1,0,0,0,2,0,0,0,1,1
1,3,3,1,1,0,0,9,2,1,7,7,0,7,9,0,0,0,2,0,0,0,1,0,0,0,1,2,7,3,4,1
1,1,0,0,9,2,1,7,7,0,7,9,0,9,3,0,0,0,1,0,0,0,1,2,7,3,4,0,0,0,1,1
0,9,2,1,7,7,0,7,9,0,9,3,0,4,9,0,0,0,1,2,7,3,4,0,0,0,1,0,0,0,1,1405
0,9,2,1,7,7,0,7,9,0,9,3,0,4,4,0,0,0,1,2,7,3,4,0,0,0,1,0,0,0,1,2
1,7,7,0,7,9,0,9,3,0,4,4,0,6,2,2,7,3,4,0,0,0,1,0,0,0,1,0,0,0,2,2
0,9,3,0,4,4,0,6,2,0,4,9,0,0,7,0,0,0,1,0,0,0,2,0,0,0,2,1,4,0,5,834
0,9,3,0,4,4,0,6,2,0,4,9,0,3,2,0,0,0,1,0,0,0,2,0,0,0,2,1,4,0,5,2
0,6,2,0,4,9,0,3,2,0,0,7,0,2,0,0,0,0,2,1,4,0,5,0,0,0,2,0,8,3,4,1
0,4,9,0,3,2,0,0,7,0,2,0,0,4,4,1,4,0,5,0,0,0,2,0,8,3,4,0,0,0,1,1755
0,4,9,0,3,2,0,0,7,0,2,0,0,3,9,1,4,0,5,0,0,0,2,0,8,3,4,0,0,0,1,1
0,3,2,0,0,7,0,2,0,0,3,9,0,4,2,0,0,0,2,0,8,3,4,0,0,0,1,0,0,0,1,2
0,0,7,0,2,0,0,3,9,0,4,2,0,4,4,0,8,3,4,0,0,0,1,0,0,0,1,0,0,0,2,1
0,3,9,0,4,2,0,4,4,0,4,4,0,1,7,0,0,0,1,0,0,0,2,0,0,0,1,1,7,5,5,2
0,4,2,0,4,4,0,4,4,0,1,7,0,1,8,0,0,0,2,0,0,0,1,1,7,5,5,0,0,0,2,980
0,4,2,0,4,4,0,4,4,0,1,7,0,2,3,0,0,0,2,0,0,0,1,1,7,5,5,0,0,0,2,1
0,4,4,0,1,7,0,2,3,0,1,8,0,2,6,1,7,5,5,0,0,0,2,0,0,0,1,0,9,8,0,2
0,1,7,0,2,3,0,1,8,0,2,6,0,0,8,0,0,0,2,0,0,0,1,0,9,8,0,0,0,0,2,1
0,2,3,0,1,8,0,2,6,0,0,8,0,1,9,0,0,0,1,0,9,8,0,0,0,0,2,0,0,0,1,1
0,1,8,0,2,6,0,0,8,0,1,9,0,1,2,0,9,8,0,0,0,0,2,0,0,0,1,0,0,0,1,793
0,2,6,0,0,8,0,1,9,0,1,2,0,0,8,0,0,0,2,0,0,0,1,0,0,0,1,0,7,9,3,2
0,0,8,0,1,9,0,1,2,0,0,8,0,1,6,0,0,0,1,0,0,0,1,0,7,9,3,0,0,0,2,1
0,1,9,0,1,2,0,0,8,0,1,6,0,5,7,0,0,0,1,0,7,9,3,0,0,0,2,0,0,0,1,1765
0,1,9,0,1,2,0,0,8,0,1,6,0,7,8,0,0,0,1,0,7,9,3,0,0,0,2,0,0,0,1,2912
0,1,9,0,1,2,0,0,8,0,1,6,0,8,4,0,0,0,1,0,7,9,3,0,0,0,2,0,0,0,1,2125
0,1,9,0,1,2,0,0,8,0,1,6,0,6,1,0,0,0,1,0,7,9,3,0,0,0,2,0,0,0,1,3
0,1,6,0,6,1,0,5,7,0,8,4,0,4,4,0,0,0,1,0,0,0,3,1,7,6,5,2,1,2,5,1
0,5,7,0,8,4,0,4,4,0,7,8,1,2,9,1,7,6,5,2,1,2,5,0,0,0,1,2,9,1,2,1
0,8,4,0,4,4,0,7,8,1,2,9,1,0,9,2,1,2,5,0,0,0,1,2,9,1,2,0,0,0,1,3407
0,8,4,0,4,4,0,7,8,1,2,9,1,0,8,2,1,2,5,0,0,0,1,2,9,1,2,0,0,0,1,3428
0,8,4,0,4,4,0,7,8,1,2,9,1,4,2,2,1,2,5,0,0,0,1,2,9,1,2,0,0,0,1,2942
0,8,4,0,4,4,0,7,8,1,2,9,1,4,3,2,1,2,5,0,0,0,1,2,9,1,2,0,0,0,1,1
0,4,4,0,7,8,1,2,9,1,4,3,1,3,4,0,0,0,1,2,9,1,2,0,0,0,1,0,0,0,1,5233
1,2,9,1,4,3,1,0,9,1,0,8,1,1,4,0,0,0,1,0,0,0,1,3,4,0,7,3,4,2,8,3859
1,2,9,1,4,3,1,0,9,1,0,8,1,3,6,0,0,0,1,0,0,0,1,3,4,0,7,3,4,2,8,2
1,0,9,1,0,8,1,3,6,1,4,2,0,9,8,3,4,0,7,3,4,2,8,0,0,0,2,2,9,4,2,1
1,0,8,1,3,6,1,4,2,0,9,8,1,0,9,3,4,2,8,0,0,0,2,2,9,4,2,0,0,0,1,1
1,3,6,1,4,2,0,9,8,1,0,9,0,4,2,0,0,0,2,2,9,4,2,0,0,0,1,0,0,0,1,1242
1,4,2,0,9,8,1,0,9,1,3,4,0,4,8,2,9,4,2,0,0,0,1,0,0,0,1,5,2,3,3,1
1,3,4,0,4,8,1,1,4,0,4,2,0,1,5,5,2,3,3,0,0,0,1,3,8,5,9,1,2,4,2,2
0,4,8,1,1,4,0,4,2,0,1,5,1,5,7,0,0,0,1,3,8,5,9,1,2,4,2,0,0,0,2,4124
0,4,8,1,1,4,0,4,2,0,1,5,2,1,9,0,0,0,1,3,8,5,9,1,2,4,2,0,0,0,2,2
1,1,4,0,4,2,0,1,5,2,1,9,1,6,0,3,8,5,9,1,2,4,2,0,0,0,2,0,0,0,2,2932
1,1,4,0,4,2,0,1,5,2,1,9,1,6,9,3,8,5,9,1,2,4,2,0,0,0,2,0,0,0,2,1
0,4,2,0,1,5,2,1,9,1,6,9,1,6,6,1,2,4,2,0,0,0,2,0,0,0,2,0,0,0,1,2
0,1,5,2,1,9,1,6,9,1,6,6,1,8,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,2176
0,1,5,2,1,9,1,6,9,1,6,6,0,7,5,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,2,1
1,6,9,1,6,6,0,7,5,1,5,7,0,8,0,0,0,0,1,0,0,0,2,0,0,0,1,4,1,2,4,2269
0,7,5,1,5,7,1,6,0,1,8,2,0,8,6,0,0,0,1,4,1,2,4,2,9,3,2,2,1,7,6,1
1,6,0,1,8,2,0,8,6,0,8,0,0,0,3,2,9,3,2,2,1,7,6,0,0,0,1,2,2,6,9,1
1,8,2,0,8,6,0,8,0,0,0,3,0,0,8,2,1,7,6,0,0,0,1,2,2,6,9,0,0,0,1,474
